电信央视,#genre#
辽宁卫视(高清),http://27.148.240.181/PLTV/88888888/224/3221227242/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E3lV9mJHEK2Ru5H8Q0-7FLA%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000472%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
重庆卫视(高清),http://27.148.240.181/PLTV/88888888/224/3221227293/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EZNHZRW4dohb1YIDBfyZOFA%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000609%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
北京卫视(高清),http://27.148.240.181/PLTV/88888888/224/3221227234/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E0Zhu7kyW6v-ObPLWreI6Eg%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000194%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
云南卫视(高清),http://27.148.240.181/PLTV/88888888/224/3221226900/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EgjcdPAIDuxrSwV2kDJnAtA%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F3444%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
河南卫视(高清),http://27.148.240.181/PLTV/88888888/224/3221227308/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E8p_vBnUDm0gn1YkLBs5JiQ%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000085%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
海南卫视(高清),http://27.148.240.181/PLTV/88888888/224/3221227320/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EwpPAciO_rCSvjhiWxQvH9Q%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000088%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
广西卫视(高清),http://27.148.240.181/PLTV/88888888/224/3221227328/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EsO13y7MQYW5iNxhbaIfFgQ%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000086%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
陕西卫视,http://27.148.240.181/PLTV/88888888/224/3221227324/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EPcrD5hCZkFXtL_gUMfNvFg%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000090%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
青海卫视(高清),http://27.148.240.181/PLTV/88888888/224/3221227327/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EtUvzvSalBKwqueB5mtuu4A%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000096%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
宁夏卫视,http://27.148.240.181/PLTV/88888888/224/3221227305/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EERUJy2HNZkJtAFvLJLz_mg%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000082%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
吉林卫视(高清),http://27.148.240.181/PLTV/88888888/224/3221227273/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E6Uch6q3gr6PqEOmzh6wv0Q%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000619%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
山西卫视,http://27.148.240.181/PLTV/88888888/224/3221227323/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EaffhaOUAb5zLRgq7K5BBuQ%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000099%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
甘肃卫视(高清),http://27.148.240.181/PLTV/88888888/224/3221227246/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ERCTR-0TGYTuQvINscW2hgQ%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000603%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
内蒙古卫视,http://27.148.240.181/PLTV/88888888/224/3221227309/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EYYMVZy0pErMMKUjXoyeCMQ%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000098%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
新疆卫视,http://27.148.240.181/PLTV/88888888/224/3221227332/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EBtazS6a_Ie8bnrzCMUlANA%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000097%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
兵团卫视,http://27.148.240.181/PLTV/88888888/224/3221227335/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ElwJz_AX6hhHuSjMzbuRD8w%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000462%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
西藏卫视,http://27.148.240.181/PLTV/88888888/224/3221227344/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EC1lo79y9hHRHNrg4RFmyUg%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000100%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
大湾区卫视,http://27.148.240.181/PLTV/88888888/224/3221226823/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EMMRSuBQ_8Toau4OqMV-tqA%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F4191084%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
金鹰纪实卫视(高清),http://27.148.240.181/PLTV/88888888/224/3221227250/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EINxzjNqUtYE3g71Bvn-DHQ%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000569%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
三沙卫视(高清),http://27.148.240.181/PLTV/88888888/224/3221227072/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EHl7vBQ_c-YRj0H2rCE1sWw%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F4252688%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2

电信福建,#genre#
福建综合(高清),http://27.148.240.181/PLTV/88888888/224/3221226722/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ErRaTHneIiqcNcHktvIE6Rw%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F4175719%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
东南卫视(高清),http://27.148.240.181/PLTV/88888888/224/3221226754/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EjLaBtjGl7v0rftLr75fQwA%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F3414433%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
福建乡村振兴 ·公共频道(高清),http://27.148.240.181/PLTV/88888888/224/3221226928/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EPPPLcZJ1SMkoaeVmgsDn5A%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F2354508%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
福建新闻(高清),http://27.148.240.181/PLTV/88888888/224/3221226736/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EQq7sURvlvndPmK-0y-D_kg%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F408830%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
福建电视剧(高清),http://27.148.240.181/PLTV/88888888/224/3221226732/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Et7qltitkHf6NZdnAiqCODg%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F2354510%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
福建旅游(高清),http://27.148.240.181/PLTV/88888888/224/3221226854/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EfE2S2fNLj2O6Pdl2MCmieA%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F2354511%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
福建经济生活(高清),http://27.148.240.181/PLTV/88888888/224/3221226920/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EZyTEUy4Tsxo7mk_4bWzdWA%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F495655%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
福建文体(高清),http://27.148.240.181/PLTV/88888888/224/3221226749/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EqcZvOHNREZ54Bn7Rf_w62w%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F3097543%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
福建少儿(高清),http://27.148.240.181/PLTV/88888888/224/3221226738/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ET0-MQ0YA1cU3Nso0wE-udw%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F2354514%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
海峡卫视(高清),http://27.148.240.181/PLTV/88888888/224/3221226748/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ETXVE-c9RHeX-cT5MNVoTJg%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F3097544%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
福建教育频道(高清),http://27.148.240.181/PLTV/88888888/224/3221226884/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EebfHIVcSZD6SN7tFck1_QQ%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F3548891%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
厦门卫视,http://27.148.240.181/PLTV/88888888/224/3221226744/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Ex8gyXqcnP8fPqzkN6AwiOA%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F398252%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
漳浦综合,http://220.161.87.62:8800/hls/0/index.m3u8
漳州综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8#http://59.37.87.116/lms_31182/tv_channel_175__redirect__31182.m3u8
三明新闻,http://stream.smntv.cn/smtv1/sd/live.m3u8
三明公共,http://stream.smntv.cn/smtv2/sd/live.m3u8

电信少儿,#genre#
哈哈炫动,http://27.148.240.181/PLTV/88888888/224/3221226988/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EVOny_RaNiv3kso23IaT17w%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F1324%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
